Query Sequence	GO:EggNOG GO Molecular
jg26480.t1	GO:0001883-purine nucleoside binding(L=4)
jg26480.t1	GO:0003723-RNA binding(L=4)
jg26480.t1	GO:0016818-hydrolase activity, acting on acid anhydrides, in phosphorus-containing anhydrides(L=4)
jg26480.t1	GO:0017076-purine nucleotide binding(L=4)
jg26480.t1	GO:0032549-ribonucleoside binding(L=4)
jg26480.t1	GO:0032555-purine ribonucleotide binding(L=4)
jg26480.t1	GO:0035639-purine ribonucleoside triphosphate binding(L=4)
jg8777.t1	GO:0046872-metal ion binding(L=4)
jg13481.t1	GO:0016831-carboxy-lyase activity(L=4)
jg13481.t1	GO:0046872-metal ion binding(L=4)
jg24867.t1	GO:0015075-ion transmembrane transporter activity(L=4)
jg24867.t1	GO:0015267-channel activity(L=4)
jg24867.t1	GO:0022838-substrate-specific channel activity(L=4)
jg13184.t1	GO:0004518-nuclease activity(L=4)
jg9184.t1	GO:0070011-peptidase activity, acting on L-amino acid peptides(L=4)
jg13328.t1	GO:0003677-DNA binding(L=4)
jg13328.t1	GO:0016779-nucleotidyltransferase activity(L=4)
jg13328.t1	GO:0046872-metal ion binding(L=4)
jg13309.t1	GO:0001883-purine nucleoside binding(L=4)
jg13309.t1	GO:0010329-auxin efflux transmembrane transporter activity(L=4)
jg13309.t1	GO:0015399-primary active transmembrane transporter activity(L=4)
jg13309.t1	GO:0016818-hydrolase activity, acting on acid anhydrides, in phosphorus-containing anhydrides(L=4)
jg13309.t1	GO:0016820-hydrolase activity, acting on acid anhydrides, catalyzing transmembrane movement of substances(L=4)
jg13309.t1	GO:0017076-purine nucleotide binding(L=4)
jg13309.t1	GO:0032549-ribonucleoside binding(L=4)
jg13309.t1	GO:0032555-purine ribonucleotide binding(L=4)
jg13309.t1	GO:0035639-purine ribonucleoside triphosphate binding(L=4)
jg13309.t1	GO:0080161-auxin transmembrane transporter activity(L=4)
jg37104.t1	GO:0016818-hydrolase activity, acting on acid anhydrides, in phosphorus-containing anhydrides(L=4)
jg37104.t1	GO:0046872-metal ion binding(L=4)
jg2370.t1	GO:0003677-DNA binding(L=4)
jg2370.t1	GO:0016702-oxidoreductase activity, acting on single donors with incorporation of molecular oxygen, incorporation of two atoms of oxygen(L=4)
jg25618.t1	GO:0003677-DNA binding(L=4)
jg25618.t1	GO:0016747-transferase activity, transferring acyl groups other than amino-acyl groups(L=4)
jg13353.t1	GO:0003677-DNA binding(L=4)
jg13353.t1	GO:0016747-transferase activity, transferring acyl groups other than amino-acyl groups(L=4)
jg5027.t1	GO:0016301-kinase activity(L=4)
jg12761.t1	GO:0016717-oxidoreductase activity, acting on paired donors, with oxidation of a pair of donors resulting in the reduction of molecular oxygen to two molecules of water(L=4)
jg12761.t1	GO:0046872-metal ion binding(L=4)
jg29591.t1	GO:0046872-metal ion binding(L=4)
jg16925.t1	GO:0016168-chlorophyll binding(L=4)
jg12712.t1	GO:0001883-purine nucleoside binding(L=4)
jg12712.t1	GO:0017076-purine nucleotide binding(L=4)
jg12712.t1	GO:0032549-ribonucleoside binding(L=4)
jg12712.t1	GO:0032555-purine ribonucleotide binding(L=4)
jg12712.t1	GO:0035639-purine ribonucleoside triphosphate binding(L=4)
jg12781.t1	GO:0016747-transferase activity, transferring acyl groups other than amino-acyl groups(L=4)
jg12781.t1	GO:0046872-metal ion binding(L=4)
jg12946.t1	GO:0003723-RNA binding(L=4)
jg36000.t1	GO:0020037-heme binding(L=4)
jg36000.t1	GO:0046872-metal ion binding(L=4)
jg12635.t1	GO:0003723-RNA binding(L=4)
jg12635.t1	GO:0016301-kinase activity(L=4)
jg12635.t1	GO:0016773-phosphotransferase activity, alcohol group as acceptor(L=4)
jg12635.t1	GO:0016775-phosphotransferase activity, nitrogenous group as acceptor(L=4)
jg24510.t1	GO:0004493-methylmalonyl-CoA epimerase activity(L=4)
jg16059.t1	GO:0003677-DNA binding(L=4)
jg16059.t1	GO:0003723-RNA binding(L=4)
jg16507.t1	GO:0042578-phosphoric ester hydrolase activity(L=4)
jg16507.t1	GO:0046872-metal ion binding(L=4)
jg13035.t1	GO:0001883-purine nucleoside binding(L=4)
jg13035.t1	GO:0016616-oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor(L=4)
jg13035.t1	GO:0016818-hydrolase activity, acting on acid anhydrides, in phosphorus-containing anhydrides(L=4)
jg13035.t1	GO:0017076-purine nucleotide binding(L=4)
jg13035.t1	GO:0032549-ribonucleoside binding(L=4)
jg13035.t1	GO:0032555-purine ribonucleotide binding(L=4)
jg13035.t1	GO:0035639-purine ribonucleoside triphosphate binding(L=4)
jg13035.t1	GO:0046872-metal ion binding(L=4)
jg20214.t1	GO:0001883-purine nucleoside binding(L=4)
jg20214.t1	GO:0003677-DNA binding(L=4)
jg20214.t1	GO:0005536-glucose binding(L=4)
jg20214.t1	GO:0016301-kinase activity(L=4)
jg20214.t1	GO:0016773-phosphotransferase activity, alcohol group as acceptor(L=4)
jg20214.t1	GO:0016818-hydrolase activity, acting on acid anhydrides, in phosphorus-containing anhydrides(L=4)
jg20214.t1	GO:0017076-purine nucleotide binding(L=4)
jg20214.t1	GO:0032549-ribonucleoside binding(L=4)
jg20214.t1	GO:0032555-purine ribonucleotide binding(L=4)
jg20214.t1	GO:0035639-purine ribonucleoside triphosphate binding(L=4)
jg20214.t1	GO:0042803-protein homodimerization activity(L=4)
jg20214.t1	GO:0043531-ADP binding(L=4)
jg20214.t1	GO:0046872-metal ion binding(L=4)
jg27357.t1	GO:0001883-purine nucleoside binding(L=4)
jg27357.t1	GO:0016301-kinase activity(L=4)
jg27357.t1	GO:0016773-phosphotransferase activity, alcohol group as acceptor(L=4)
jg27357.t1	GO:0017076-purine nucleotide binding(L=4)
jg27357.t1	GO:0032549-ribonucleoside binding(L=4)
jg27357.t1	GO:0032555-purine ribonucleotide binding(L=4)
jg27357.t1	GO:0035639-purine ribonucleoside triphosphate binding(L=4)
jg27357.t1	GO:0042578-phosphoric ester hydrolase activity(L=4)
jg27357.t1	GO:2001070-starch binding(L=4)
jg13077.t1	GO:0001883-purine nucleoside binding(L=4)
jg13077.t1	GO:0003677-DNA binding(L=4)
jg13077.t1	GO:0003906-DNA-(apurinic or apyrimidinic site) lyase activity(L=4)
jg13077.t1	GO:0016628-oxidoreductase activity, acting on the CH-CH group of donors, NAD or NADP as acceptor(L=4)
jg13077.t1	GO:0016668-oxidoreductase activity, acting on a sulfur group of donors, NAD(P) as acceptor(L=4)
jg13077.t1	GO:0016799-hydrolase activity, hydrolyzing N-glycosyl compounds(L=4)
jg13077.t1	GO:0016818-hydrolase activity, acting on acid anhydrides, in phosphorus-containing anhydrides(L=4)
jg13077.t1	GO:0017076-purine nucleotide binding(L=4)
jg13077.t1	GO:0032549-ribonucleoside binding(L=4)
jg13077.t1	GO:0032555-purine ribonucleotide binding(L=4)
jg13077.t1	GO:0035639-purine ribonucleoside triphosphate binding(L=4)
jg13077.t1	GO:0046872-metal ion binding(L=4)
jg32242.t1	GO:0001883-purine nucleoside binding(L=4)
jg32242.t1	GO:0016818-hydrolase activity, acting on acid anhydrides, in phosphorus-containing anhydrides(L=4)
jg32242.t1	GO:0017076-purine nucleotide binding(L=4)
jg32242.t1	GO:0032549-ribonucleoside binding(L=4)
jg32242.t1	GO:0032555-purine ribonucleotide binding(L=4)
jg32242.t1	GO:0035639-purine ribonucleoside triphosphate binding(L=4)
jg13070.t1	GO:0003723-RNA binding(L=4)
jg12835.t1	GO:0042578-phosphoric ester hydrolase activity(L=4)
jg32421.t1	GO:0001883-purine nucleoside binding(L=4)
jg32421.t1	GO:0008194-UDP-glycosyltransferase activity(L=4)
jg32421.t1	GO:0016301-kinase activity(L=4)
jg32421.t1	GO:0016758-transferase activity, transferring hexosyl groups(L=4)
jg32421.t1	GO:0016773-phosphotransferase activity, alcohol group as acceptor(L=4)
jg32421.t1	GO:0016818-hydrolase activity, acting on acid anhydrides, in phosphorus-containing anhydrides(L=4)
jg32421.t1	GO:0017076-purine nucleotide binding(L=4)
jg32421.t1	GO:0032549-ribonucleoside binding(L=4)
jg32421.t1	GO:0032555-purine ribonucleotide binding(L=4)
jg32421.t1	GO:0035639-purine ribonucleoside triphosphate binding(L=4)
jg32421.t1	GO:0046872-metal ion binding(L=4)
jg13203.t1	GO:0015075-ion transmembrane transporter activity(L=4)
jg13725.t1	GO:0020037-heme binding(L=4)
jg13725.t1	GO:0046872-metal ion binding(L=4)
jg13213.t1	GO:0001883-purine nucleoside binding(L=4)
jg13213.t1	GO:0016301-kinase activity(L=4)
jg13213.t1	GO:0016773-phosphotransferase activity, alcohol group as acceptor(L=4)
jg13213.t1	GO:0017076-purine nucleotide binding(L=4)
jg13213.t1	GO:0019199-transmembrane receptor protein kinase activity(L=4)
jg13213.t1	GO:0032549-ribonucleoside binding(L=4)
jg13213.t1	GO:0032555-purine ribonucleotide binding(L=4)
jg13213.t1	GO:0035639-purine ribonucleoside triphosphate binding(L=4)
jg12808.t1	GO:0003954-NADH dehydrogenase activity(L=4)
jg12808.t1	GO:0016655-oxidoreductase activity, acting on NAD(P)H, quinone or similar compound as acceptor(L=4)
jg12808.t1	GO:0046872-metal ion binding(L=4)
jg12808.t1	GO:0051287-NAD binding(L=4)
jg12808.t1	GO:0051539-4 iron, 4 sulfur cluster binding(L=4)
jg13471.t1	GO:0042578-phosphoric ester hydrolase activity(L=4)
jg3115.t1	GO:0015075-ion transmembrane transporter activity(L=4)
jg3115.t1	GO:0015399-primary active transmembrane transporter activity(L=4)
jg3115.t1	GO:0016818-hydrolase activity, acting on acid anhydrides, in phosphorus-containing anhydrides(L=4)
jg13383.t1	GO:0046872-metal ion binding(L=4)
jg13791.t1	GO:0004553-hydrolase activity, hydrolyzing O-glycosyl compounds(L=4)
jg9238.t1	GO:0031406-carboxylic acid binding(L=4)
jg13238.t1	GO:0004553-hydrolase activity, hydrolyzing O-glycosyl compounds(L=4)
jg13881.t1	GO:0004842-ubiquitin-protein transferase activity(L=4)
jg13881.t1	GO:0016881-acid-amino acid ligase activity(L=4)
jg16014.t1	GO:0001883-purine nucleoside binding(L=4)
jg16014.t1	GO:0017076-purine nucleotide binding(L=4)
jg16014.t1	GO:0032549-ribonucleoside binding(L=4)
jg16014.t1	GO:0032555-purine ribonucleotide binding(L=4)
jg16014.t1	GO:0035639-purine ribonucleoside triphosphate binding(L=4)
jg13269.t1	GO:0016783-sulfurtransferase activity(L=4)
jg13269.t1	GO:0016979-lipoate-protein ligase activity(L=4)
jg13269.t1	GO:0046872-metal ion binding(L=4)
jg13269.t1	GO:0051539-4 iron, 4 sulfur cluster binding(L=4)
jg13833.t1	GO:0003677-DNA binding(L=4)
jg13833.t1	GO:0046872-metal ion binding(L=4)
jg8754.t1	GO:0016779-nucleotidyltransferase activity(L=4)
jg13584.t1	GO:0016168-chlorophyll binding(L=4)
jg13584.t1	GO:0046872-metal ion binding(L=4)
jg24427.t1	GO:0001883-purine nucleoside binding(L=4)
jg24427.t1	GO:0016818-hydrolase activity, acting on acid anhydrides, in phosphorus-containing anhydrides(L=4)
jg24427.t1	GO:0017076-purine nucleotide binding(L=4)
jg24427.t1	GO:0032549-ribonucleoside binding(L=4)
jg24427.t1	GO:0032555-purine ribonucleotide binding(L=4)
jg24427.t1	GO:0035639-purine ribonucleoside triphosphate binding(L=4)
jg24427.t1	GO:0043531-ADP binding(L=4)
jg13818.t1	GO:0016742-hydroxymethyl-, formyl- and related transferase activity(L=4)
jg13818.t1	GO:0016814-hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in cyclic amidines(L=4)
jg4274.t1	GO:0004518-nuclease activity(L=4)
jg4274.t1	GO:0015075-ion transmembrane transporter activity(L=4)
jg4274.t1	GO:0015291-secondary active transmembrane transporter activity(L=4)
jg12751.t1	GO:0046872-metal ion binding(L=4)
jg11534.t1	GO:0003677-DNA binding(L=4)
jg11534.t1	GO:0016747-transferase activity, transferring acyl groups other than amino-acyl groups(L=4)
jg12826.t1	GO:0031406-carboxylic acid binding(L=4)
jg12826.t1	GO:0048032-galacturonate binding(L=4)
jg13876.t1	GO:0001883-purine nucleoside binding(L=4)
jg13876.t1	GO:0004553-hydrolase activity, hydrolyzing O-glycosyl compounds(L=4)
jg13876.t1	GO:0016301-kinase activity(L=4)
jg13876.t1	GO:0016773-phosphotransferase activity, alcohol group as acceptor(L=4)
jg13876.t1	GO:0017076-purine nucleotide binding(L=4)
jg13876.t1	GO:0030248-cellulose binding(L=4)
jg13876.t1	GO:0032549-ribonucleoside binding(L=4)
jg13876.t1	GO:0032555-purine ribonucleotide binding(L=4)
jg13876.t1	GO:0035639-purine ribonucleoside triphosphate binding(L=4)
jg13551.t1	GO:0003677-DNA binding(L=4)
jg13510.t1	GO:0004518-nuclease activity(L=4)
jg13510.t1	GO:0015036-disulfide oxidoreductase activity(L=4)
jg13510.t1	GO:0016862-intramolecular oxidoreductase activity, interconverting keto- and enol-groups(L=4)
jg13510.t1	GO:0016864-intramolecular oxidoreductase activity, transposing S-S bonds(L=4)
jg13510.t1	GO:0020037-heme binding(L=4)
jg13510.t1	GO:0046872-metal ion binding(L=4)
jg12789.t1	GO:0016298-lipase activity(L=4)
jg12789.t1	GO:0035091-phosphatidylinositol binding(L=4)
jg12789.t1	GO:0042578-phosphoric ester hydrolase activity(L=4)
jg12894.t1	GO:0008940-nitrate reductase activity(L=4)
jg12894.t1	GO:0020037-heme binding(L=4)
jg12894.t1	GO:0046857-oxidoreductase activity, acting on other nitrogenous compounds as donors, with NAD or NADP as acceptor(L=4)
jg12894.t1	GO:0046872-metal ion binding(L=4)
jg12894.t1	GO:0052722-fatty acid in-chain hydroxylase activity(L=4)
jg12894.t1	GO:0070011-peptidase activity, acting on L-amino acid peptides(L=4)
jg5622.t1	GO:0005096-GTPase activator activity(L=4)
jg5622.t1	GO:0030695-GTPase regulator activity(L=4)
jg4173.t1	GO:0003677-DNA binding(L=4)
jg4173.t1	GO:0046872-metal ion binding(L=4)
jg31706.t1	GO:0008194-UDP-glycosyltransferase activity(L=4)
jg31706.t1	GO:0016758-transferase activity, transferring hexosyl groups(L=4)
jg34325.t1	GO:0046872-metal ion binding(L=4)
jg35694.t1	GO:0003677-DNA binding(L=4)
jg12428.t1	GO:0008236-serine-type peptidase activity(L=4)
jg12428.t1	GO:0070011-peptidase activity, acting on L-amino acid peptides(L=4)
jg13465.t1	GO:0003677-DNA binding(L=4)
jg13465.t1	GO:0003723-RNA binding(L=4)
jg13465.t1	GO:0005048-signal sequence binding(L=4)
jg13465.t1	GO:0005342-organic acid transmembrane transporter activity(L=4)
jg13465.t1	GO:0015075-ion transmembrane transporter activity(L=4)
jg13465.t1	GO:0015291-secondary active transmembrane transporter activity(L=4)
jg13465.t1	GO:0042578-phosphoric ester hydrolase activity(L=4)
jg13465.t1	GO:0046872-metal ion binding(L=4)
jg13703.t1	GO:0003959-NADPH dehydrogenase activity(L=4)
jg13703.t1	GO:0016628-oxidoreductase activity, acting on the CH-CH group of donors, NAD or NADP as acceptor(L=4)
jg13703.t1	GO:0018548-pentaerythritol trinitrate reductase activity(L=4)
jg13703.t1	GO:0052690-trichloro-p-hydroquinone reductive dehalogenase activity(L=4)
jg21766.t1	GO:0015075-ion transmembrane transporter activity(L=4)
jg21766.t1	GO:0015399-primary active transmembrane transporter activity(L=4)
jg21766.t1	GO:0016818-hydrolase activity, acting on acid anhydrides, in phosphorus-containing anhydrides(L=4)
jg21766.t1	GO:0016820-hydrolase activity, acting on acid anhydrides, catalyzing transmembrane movement of substances(L=4)
jg13859.t1	GO:0008194-UDP-glycosyltransferase activity(L=4)
jg13859.t1	GO:0016758-transferase activity, transferring hexosyl groups(L=4)
jg3470.t1	GO:0020037-heme binding(L=4)
jg3470.t1	GO:0046872-metal ion binding(L=4)
jg13673.t1	GO:0046872-metal ion binding(L=4)
jg12738.t1	GO:0046872-metal ion binding(L=4)
jg12884.t1	GO:0046872-metal ion binding(L=4)
jg16628.t1	GO:0003677-DNA binding(L=4)
jg37416.t1	GO:0016790-thiolester hydrolase activity(L=4)
jg37416.t1	GO:0070011-peptidase activity, acting on L-amino acid peptides(L=4)
jg12707.t1	GO:0003723-RNA binding(L=4)
jg14118.t1	GO:0042578-phosphoric ester hydrolase activity(L=4)
jg18458.t1	GO:0016838-carbon-oxygen lyase activity, acting on phosphates(L=4)
jg6298.t1	GO:0003677-DNA binding(L=4)
jg12775.t1	GO:0016758-transferase activity, transferring hexosyl groups(L=4)
jg13339.t1	GO:0008168-methyltransferase activity(L=4)
jg16998.t1	GO:0020037-heme binding(L=4)
jg16998.t1	GO:0046872-metal ion binding(L=4)
jg30199.t1	GO:0003723-RNA binding(L=4)
jg30199.t1	GO:0004518-nuclease activity(L=4)
jg30199.t1	GO:0016831-carboxy-lyase activity(L=4)
jg30199.t1	GO:0046872-metal ion binding(L=4)
jg32825.t1	GO:0001883-purine nucleoside binding(L=4)
jg32825.t1	GO:0016818-hydrolase activity, acting on acid anhydrides, in phosphorus-containing anhydrides(L=4)
jg32825.t1	GO:0017076-purine nucleotide binding(L=4)
jg32825.t1	GO:0032549-ribonucleoside binding(L=4)
jg32825.t1	GO:0032555-purine ribonucleotide binding(L=4)
jg32825.t1	GO:0035639-purine ribonucleoside triphosphate binding(L=4)
jg13334.t1	GO:0042578-phosphoric ester hydrolase activity(L=4)
jg1734.t1	GO:0001883-purine nucleoside binding(L=4)
jg1734.t1	GO:0016616-oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor(L=4)
jg1734.t1	GO:0017076-purine nucleotide binding(L=4)
jg1734.t1	GO:0031406-carboxylic acid binding(L=4)
jg1734.t1	GO:0032549-ribonucleoside binding(L=4)
jg1734.t1	GO:0032555-purine ribonucleotide binding(L=4)
jg1734.t1	GO:0035639-purine ribonucleoside triphosphate binding(L=4)
jg1734.t1	GO:0051287-NAD binding(L=4)
jg1490.t1	GO:0001883-purine nucleoside binding(L=4)
jg1490.t1	GO:0003677-DNA binding(L=4)
jg1490.t1	GO:0004553-hydrolase activity, hydrolyzing O-glycosyl compounds(L=4)
jg1490.t1	GO:0004930-G-protein coupled receptor activity(L=4)
jg1490.t1	GO:0004984-olfactory receptor activity(L=4)
jg1490.t1	GO:0008168-methyltransferase activity(L=4)
jg1490.t1	GO:0008236-serine-type peptidase activity(L=4)
jg1490.t1	GO:0008483-transaminase activity(L=4)
jg1490.t1	GO:0015036-disulfide oxidoreductase activity(L=4)
jg1490.t1	GO:0015645-fatty acid ligase activity(L=4)
jg1490.t1	GO:0016298-lipase activity(L=4)
jg1490.t1	GO:0016301-kinase activity(L=4)
jg1490.t1	GO:0016615-malate dehydrogenase activity(L=4)
jg1490.t1	GO:0016628-oxidoreductase activity, acting on the CH-CH group of donors, NAD or NADP as acceptor(L=4)
jg1490.t1	GO:0016646-oxidoreductase activity, acting on the CH-NH group of donors, NAD or NADP as acceptor(L=4)
jg1490.t1	GO:0016709-oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, NAD(P)H as one donor, and incorporation of one atom of oxygen(L=4)
jg1490.t1	GO:0016747-transferase activity, transferring acyl groups other than amino-acyl groups(L=4)
jg1490.t1	GO:0016758-transferase activity, transferring hexosyl groups(L=4)
jg1490.t1	GO:0016773-phosphotransferase activity, alcohol group as acceptor(L=4)
jg1490.t1	GO:0016775-phosphotransferase activity, nitrogenous group as acceptor(L=4)
jg1490.t1	GO:0016790-thiolester hydrolase activity(L=4)
jg1490.t1	GO:0016803-ether hydrolase activity(L=4)
jg1490.t1	GO:0016811-hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in linear amides(L=4)
jg1490.t1	GO:0016823-hydrolase activity, acting on acid carbon-carbon bonds, in ketonic substances(L=4)
jg1490.t1	GO:0016882-cyclo-ligase activity(L=4)
jg1490.t1	GO:0016917-GABA receptor activity(L=4)
jg1490.t1	GO:0017076-purine nucleotide binding(L=4)
jg1490.t1	GO:0019120-hydrolase activity, acting on acid halide bonds, in C-halide compounds(L=4)
jg1490.t1	GO:0019212-phosphatase inhibitor activity(L=4)
jg1490.t1	GO:0019888-protein phosphatase regulator activity(L=4)
jg1490.t1	GO:0019902-phosphatase binding(L=4)
jg1490.t1	GO:0020037-heme binding(L=4)
jg1490.t1	GO:0031406-carboxylic acid binding(L=4)
jg1490.t1	GO:0032549-ribonucleoside binding(L=4)
jg1490.t1	GO:0032555-purine ribonucleotide binding(L=4)
jg1490.t1	GO:0035639-purine ribonucleoside triphosphate binding(L=4)
jg1490.t1	GO:0042578-phosphoric ester hydrolase activity(L=4)
jg1490.t1	GO:0046872-metal ion binding(L=4)
jg1490.t1	GO:0050660-flavin adenine dinucleotide binding(L=4)
jg1490.t1	GO:0050661-NADP binding(L=4)
jg1490.t1	GO:0052689-carboxylic ester hydrolase activity(L=4)
jg1490.t1	GO:0070011-peptidase activity, acting on L-amino acid peptides(L=4)
jg1490.t1	GO:0070205-2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase activity(L=4)
jg4724.t1	GO:0001883-purine nucleoside binding(L=4)
jg4724.t1	GO:0015075-ion transmembrane transporter activity(L=4)
jg4724.t1	GO:0015399-primary active transmembrane transporter activity(L=4)
jg4724.t1	GO:0016779-nucleotidyltransferase activity(L=4)
jg4724.t1	GO:0016818-hydrolase activity, acting on acid anhydrides, in phosphorus-containing anhydrides(L=4)
jg4724.t1	GO:0016820-hydrolase activity, acting on acid anhydrides, catalyzing transmembrane movement of substances(L=4)
jg4724.t1	GO:0017076-purine nucleotide binding(L=4)
jg4724.t1	GO:0032549-ribonucleoside binding(L=4)
jg4724.t1	GO:0032555-purine ribonucleotide binding(L=4)
jg4724.t1	GO:0035639-purine ribonucleoside triphosphate binding(L=4)
jg4724.t1	GO:0046872-metal ion binding(L=4)
jg13311.t1	GO:0008236-serine-type peptidase activity(L=4)
jg13311.t1	GO:0070011-peptidase activity, acting on L-amino acid peptides(L=4)
jg13350.t1	GO:0003723-RNA binding(L=4)
jg13350.t1	GO:0003779-actin binding(L=4)
jg13350.t1	GO:0016301-kinase activity(L=4)
jg13350.t1	GO:0016763-transferase activity, transferring pentosyl groups(L=4)
jg13350.t1	GO:0016773-phosphotransferase activity, alcohol group as acceptor(L=4)
jg13350.t1	GO:0016775-phosphotransferase activity, nitrogenous group as acceptor(L=4)
jg13350.t1	GO:0030695-GTPase regulator activity(L=4)
jg3565.t1	GO:0015291-secondary active transmembrane transporter activity(L=4)
jg3565.t1	GO:0046872-metal ion binding(L=4)
jg3565.t1	GO:0070011-peptidase activity, acting on L-amino acid peptides(L=4)
jg15532.t1	GO:0001883-purine nucleoside binding(L=4)
jg15532.t1	GO:0017076-purine nucleotide binding(L=4)
jg15532.t1	GO:0032549-ribonucleoside binding(L=4)
jg15532.t1	GO:0032555-purine ribonucleotide binding(L=4)
jg15532.t1	GO:0035639-purine ribonucleoside triphosphate binding(L=4)
jg2830.t1	GO:0001883-purine nucleoside binding(L=4)
jg2830.t1	GO:0008194-UDP-glycosyltransferase activity(L=4)
jg2830.t1	GO:0016301-kinase activity(L=4)
jg2830.t1	GO:0016758-transferase activity, transferring hexosyl groups(L=4)
jg2830.t1	GO:0016773-phosphotransferase activity, alcohol group as acceptor(L=4)
jg2830.t1	GO:0016818-hydrolase activity, acting on acid anhydrides, in phosphorus-containing anhydrides(L=4)
jg2830.t1	GO:0017076-purine nucleotide binding(L=4)
jg2830.t1	GO:0032549-ribonucleoside binding(L=4)
jg2830.t1	GO:0032555-purine ribonucleotide binding(L=4)
jg2830.t1	GO:0035639-purine ribonucleoside triphosphate binding(L=4)
jg2830.t1	GO:0046872-metal ion binding(L=4)
jg24975.t1	GO:0001883-purine nucleoside binding(L=4)
jg24975.t1	GO:0016881-acid-amino acid ligase activity(L=4)
jg24975.t1	GO:0017076-purine nucleotide binding(L=4)
jg24975.t1	GO:0032549-ribonucleoside binding(L=4)
jg24975.t1	GO:0032555-purine ribonucleotide binding(L=4)
jg24975.t1	GO:0035639-purine ribonucleoside triphosphate binding(L=4)
jg7869.t1	GO:0008236-serine-type peptidase activity(L=4)
jg7869.t1	GO:0070011-peptidase activity, acting on L-amino acid peptides(L=4)
jg1276.t1	GO:0001883-purine nucleoside binding(L=4)
jg1276.t1	GO:0003723-RNA binding(L=4)
jg1276.t1	GO:0016818-hydrolase activity, acting on acid anhydrides, in phosphorus-containing anhydrides(L=4)
jg1276.t1	GO:0017076-purine nucleotide binding(L=4)
jg1276.t1	GO:0032549-ribonucleoside binding(L=4)
jg1276.t1	GO:0032555-purine ribonucleotide binding(L=4)
jg1276.t1	GO:0035639-purine ribonucleoside triphosphate binding(L=4)
jg7398.t1	GO:0008168-methyltransferase activity(L=4)
jg33844.t1	GO:0004518-nuclease activity(L=4)
jg27492.t1	GO:0003677-DNA binding(L=4)
jg27492.t1	GO:0046872-metal ion binding(L=4)
jg12830.t1	GO:0001883-purine nucleoside binding(L=4)
jg12830.t1	GO:0008661-1-deoxy-D-xylulose-5-phosphate synthase activity(L=4)
jg12830.t1	GO:0016301-kinase activity(L=4)
jg12830.t1	GO:0016773-phosphotransferase activity, alcohol group as acceptor(L=4)
jg12830.t1	GO:0017076-purine nucleotide binding(L=4)
jg12830.t1	GO:0032549-ribonucleoside binding(L=4)
jg12830.t1	GO:0032555-purine ribonucleotide binding(L=4)
jg12830.t1	GO:0035639-purine ribonucleoside triphosphate binding(L=4)
jg17389.t1	GO:0004553-hydrolase activity, hydrolyzing O-glycosyl compounds(L=4)
jg17389.t1	GO:0046872-metal ion binding(L=4)
jg12741.t1	GO:0016616-oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor(L=4)
jg12741.t1	GO:0050660-flavin adenine dinucleotide binding(L=4)
jg13884.t1	GO:0015075-ion transmembrane transporter activity(L=4)
jg4371.t1	GO:0003677-DNA binding(L=4)
jg32552.t1	GO:0016780-phosphotransferase activity, for other substituted phosphate groups(L=4)
jg32552.t1	GO:0046872-metal ion binding(L=4)
jg13233.t1	GO:0003677-DNA binding(L=4)
jg13233.t1	GO:0046872-metal ion binding(L=4)
jg12139.t1	GO:0016702-oxidoreductase activity, acting on single donors with incorporation of molecular oxygen, incorporation of two atoms of oxygen(L=4)
jg12139.t1	GO:0046872-metal ion binding(L=4)
jg13028.t1	GO:0016799-hydrolase activity, hydrolyzing N-glycosyl compounds(L=4)
jg9507.t1	GO:0003677-DNA binding(L=4)
jg13261.t1	GO:0003677-DNA binding(L=4)
jg34560.t1	GO:0008168-methyltransferase activity(L=4)
jg34560.t1	GO:0046872-metal ion binding(L=4)
jg13738.t1	GO:0003723-RNA binding(L=4)
jg13738.t1	GO:0008168-methyltransferase activity(L=4)
jg13322.t1	GO:0016780-phosphotransferase activity, for other substituted phosphate groups(L=4)
jg8869.t1	GO:0001883-purine nucleoside binding(L=4)
jg8869.t1	GO:0003723-RNA binding(L=4)
jg8869.t1	GO:0016818-hydrolase activity, acting on acid anhydrides, in phosphorus-containing anhydrides(L=4)
jg8869.t1	GO:0017076-purine nucleotide binding(L=4)
jg8869.t1	GO:0032549-ribonucleoside binding(L=4)
jg8869.t1	GO:0032555-purine ribonucleotide binding(L=4)
jg8869.t1	GO:0035639-purine ribonucleoside triphosphate binding(L=4)
jg11382.t1	GO:0001883-purine nucleoside binding(L=4)
jg11382.t1	GO:0017076-purine nucleotide binding(L=4)
jg11382.t1	GO:0032549-ribonucleoside binding(L=4)
jg11382.t1	GO:0032555-purine ribonucleotide binding(L=4)
jg11382.t1	GO:0035639-purine ribonucleoside triphosphate binding(L=4)
jg11382.t1	GO:0046872-metal ion binding(L=4)
jg37362.t1	GO:0001671-ATPase activator activity(L=4)
jg37362.t1	GO:0003677-DNA binding(L=4)
