#node	identifier	domain_summary_url	annotation	other_names_and_aliases
PP1S65_226V6.3	3218.PP1S65_226V6.3	https://smart.embl.de/smart/DDvec.cgi?smart=380:Pfam_ADH_N(34|163)+Pfam_ADH_zinc_N(205|340)+	S-(hydroxymethyl)glutathione dehydrogenase; Belongs to the zinc-containing alcohol dehydrogenase family. Class-III subfamily	1.1.1.1,1.1.1.284,5927214,A9SCG3,A9SCG3_PHYPA,EC 1.1.1.1,EC 1.1.1.284,EDQ71146.1,PHYPADRAFT_183406,PP1S65_226V6,PP1S65_226V6.1,PP1S65_226V6.2,PP1S65_226V6.3,PP1S65_226V6.4,PUT-163a-Physcomitrella_patens-21271,PUT-163a-Physcomitrella_patens-21327,PUT-163a-Physcomitrella_patens-21328,PUT-163a-Physcomitrella_patens-8657,Ppa.19469,Ppa.4116,Predicted protein,S-(hydroxymethyl)glutathione dehydrogenase,UPI0001621EFB,XM_001763955,XM_001763955.1,XP_001764007,XP_001764007.1,ppp:PHYPADRAFT_183406
PP1S65_314V6.1	3218.PP1S65_314V6.1	https://smart.embl.de/smart/DDvec.cgi?smart=226:Pfam_Thioredoxin(86|186)+	Predicted protein	5927304,A9SCL1,A9SCL1_PHYPA,EDQ71163.1,PHYPADRAFT_183466,PP1S65_314V6,PP1S65_314V6.1,PUT-163a-Physcomitrella_patens-41418,PUT-163a-Physcomitrella_patens-5183,Ppa.5734,Predicted protein,UPI0001621FC6,XM_001763972,XM_001763972.1,XP_001764024,XP_001764024.1,ppp:PHYPADRAFT_183466
PP1S66_199V6.3	3218.PP1S66_199V6.3	https://smart.embl.de/smart/DDvec.cgi?smart=235:Pfam_DUF308(53|124)+Pfam_DUF308(128|180)+TRANS(192|214)+	Predicted protein	5927341,A9SCW6,A9SCW6_PHYPA,EDQ70990.1,PHYPADRAFT_164229,PP1S66_199V6,PP1S66_199V6.1,PP1S66_199V6.2,PP1S66_199V6.3,PUT-163a-Physcomitrella_patens-1985,PUT-163a-Physcomitrella_patens-35167,Ppa.66,Predicted protein,UPI0001621C81,XM_001764097,XM_001764097.1,XP_001764149,XP_001764149.1,ppp:PHYPADRAFT_164229
PP1S66_289V6.1	3218.PP1S66_289V6.1	https://smart.embl.de/smart/DDvec.cgi?smart=157:Pfam_Ribosomal_L7Ae(36|124)+	Predicted protein	5927453,A9SD11,A9SD11_PHYPA,EDQ71087.1,PHYPADRAFT_210989,PP1S66_289V6,PP1S66_289V6.1,PUT-163a-Physcomitrella_patens-45892,Ppa.1761,Predicted protein,UPI0001621D14,XM_001764194,XM_001764194.1,XP_001764246,XP_001764246.1,ppp:PHYPADRAFT_210989
PP1S67_230V6.1	3218.PP1S67_230V6.1	https://smart.embl.de/smart/DDvec.cgi?smart=148:Pfam_Glyoxalase(11|141)+	Predicted protein	5927519,A9SDC7,A9SDC7_PHYPA,EDQ70868.1,PHYPADRAFT_183678,PP1S67_230V6,PP1S67_230V6.1,PUT-163a-Physcomitrella_patens-36114,Ppa.1497,Predicted protein,UPI0001621EE7,XM_001764262,XM_001764262.1,XP_001764314,XP_001764314.1,ppp:PHYPADRAFT_183678
PP1S67_59V6.1	3218.PP1S67_59V6.1	https://smart.embl.de/smart/DDvec.cgi?smart=460:Pfam_Thiolase_N(50|305)+Pfam_Thiolase_C(312|436)+	Predicted protein; Belongs to the thiolase family	2.3.1.16,5927467,A9SD50,A9SD50_PHYPA,EC 2.3.1.16,EDQ70826.1,PHYPADRAFT_211002,PP1S67_59V6,PP1S67_59V6.1,PUT-163a-Physcomitrella_patens-18004,PUT-163a-Physcomitrella_patens-18086,PUT-163a-Physcomitrella_patens-589,Ppa.4822,Predicted protein,UPI0001621D9B,XM_001764220,XM_001764220.1,XP_001764272,XP_001764272.1,ppp:PHYPADRAFT_211002
PP1S68_127V6.1	3218.PP1S68_127V6.1	https://smart.embl.de/smart/DDvec.cgi?smart=233:Pfam_vATP-synt_E(16|225)+	Predicted protein	5927661,A9SDL8,A9SDL8_PHYPA,EDQ70764.1,PHYPADRAFT_77945,PP1S68_127V6,PP1S68_127V6.1,PUT-163a-Physcomitrella_patens-12554633,PUT-163a-Physcomitrella_patens-12654634,Ppa.8230,Ppa.8305,Predicted protein,UPI0001621C5C,XM_001764445,XM_001764445.1,XP_001764497,XP_001764497.1,ppp:PHYPADRAFT_77945
PP1S68_167V6.1	3218.PP1S68_167V6.1	https://smart.embl.de/smart/DDvec.cgi?smart=355:Pfam_PCMT(94|203)+	Predicted protein	5927643,A9SDN3,A9SDN3_PHYPA,EDQ70696.1,PHYPADRAFT_183824,PP1S68_167V6,PP1S68_167V6.1,PUT-163a-Physcomitrella_patens-4767,PUT-163a-Physcomitrella_patens-50959,Ppa.7855,Predicted protein,UPI0001621C99,XM_001764377,XM_001764377.1,XP_001764429,XP_001764429.1,ppp:PHYPADRAFT_183824
PP1S68_202V6.3	3218.PP1S68_202V6.3	https://smart.embl.de/smart/DDvec.cgi?smart=147:Pfam_Tim17(25|137)+	Predicted protein	5927652,A9SDP8,A9SDP8_PHYPA,EDQ70776.1,PHYPADRAFT_164391,PP1S68_202V6,PP1S68_202V6.1,PP1S68_202V6.2,PP1S68_202V6.3,PP1S68_202V6.4,PUT-163a-Physcomitrella_patens-12277,PUT-163a-Physcomitrella_patens-12324,PUT-163a-Physcomitrella_patens-48445,Ppa.3643,Predicted protein,UPI0001621CD6,XM_001764457,XM_001764457.1,XP_001764509,XP_001764509.1,ppp:PHYPADRAFT_164391
PP1S69_223V6.1	3218.PP1S69_223V6.1	https://smart.embl.de/smart/DDvec.cgi?smart=445:Pfam_FA_desaturase(117|410)+	Predicted protein	1.14.19.25,1.14.19.35,1.14.19.36,5927871,A9SE68,A9SE68_PHYPA,EC 1.14.19.25,EC 1.14.19.35,EC 1.14.19.36,EDQ70642.1,PHYPADRAFT_211380,PP1S69_223V6,PP1S69_223V6.1,PUT-163a-Physcomitrella_patens-12154632,Ppa.14269,Predicted protein,UPI00016222F5,XM_001764608,XM_001764608.1,XP_001764660,XP_001764660.1,ppp:PHYPADRAFT_211380
PP1S6_75V6.1	3218.PP1S6_75V6.1	https://smart.embl.de/smart/DDvec.cgi?smart=675:AP2(60|123)+	Predicted protein	5916063,A9RFA4,A9RFA4_PHYPA,EDQ82364.1,PHYPADRAFT_65352,PP1S6_75V6,PP1S6_75V6.1,PUT-163a-Physcomitrella_patens-18380,Predicted protein,UPI000161F298,XM_001752808,XM_001752808.1,XP_001752860,XP_001752860.1,ppp:PHYPADRAFT_65352
PP1S70_173V6.1	3218.PP1S70_173V6.1	https://smart.embl.de/smart/DDvec.cgi?smart=218:Pfam_PCMT(8|218)+	Protein-L-isoaspartate O-methyltransferase 	2.1.1.77,5928002,A9SEG0,A9SEG0_PHYPA,EC 2.1.1.77,EDQ70411.1,PHYPADRAFT_62735,PP1S70_173V6,PP1S70_173V6.1,PUT-163a-Physcomitrella_patens-26954633,PUT-163a-Physcomitrella_patens-26954634,Ppa.13266,Ppa.6696,Protein-L-isoaspartate O-methyltransferase,UPI000162244D,XM_001764660,XM_001764660.1,XP_001764712,XP_001764712.1,ppp:PHYPADRAFT_62735
PP1S71_187V6.1	3218.PP1S71_187V6.1	https://smart.embl.de/smart/DDvec.cgi?smart=396:Pfam_PALP(83|371)+	Cysteine synthase ; Belongs to the cysteine synthase/cystathionine beta- synthase family	2.5.1.47,5928039,A9SEU2,A9SEU2_PHYPA,Cysteine synthase,EC 2.5.1.47,EDQ70293.1,PHYPADRAFT_164579,PP1S71_187V6,PP1S71_187V6.1,PUT-163a-Physcomitrella_patens-42273,Ppa.10355,Ppa.7492,UPI000162223F,XM_001764799,XM_001764799.1,XP_001764851,XP_001764851.1,ppp:PHYPADRAFT_164579
PP1S74_253V6.1	3218.PP1S74_253V6.1	https://smart.embl.de/smart/DDvec.cgi?smart=513:Pfam_Peptidase_M16(95|241)+Pfam_Peptidase_M16_C(246|432)+	Predicted protein; Belongs to the peptidase M16 family	3.4.24.64,5928458,A9SG19,A9SG19_PHYPA,EC 3.4.24.64,EDQ70035.1,PHYPADRAFT_211955,PP1S74_253V6,PP1S74_253V6.1,PUT-163a-Physcomitrella_patens-33554633,PUT-163a-Physcomitrella_patens-33554640,PUT-163a-Physcomitrella_patens-36054,PUT-163a-Physcomitrella_patens-4949,PUT-163a-Physcomitrella_patens-5006,PUT-163a-Physcomitrella_patens-5007,Ppa.3945,Predicted protein,UPI0001622085,XM_001765255,XM_001765255.1,XP_001765307,XP_001765307.1,ppp:PHYPADRAFT_211955
PP1S76_46V6.1	3218.PP1S76_46V6.1	https://smart.embl.de/smart/DDvec.cgi?smart=324:Pfam_DUF561(71|313)+	Predicted protein	5928631,A9SGF1,A9SGF1_PHYPA,EDQ69734.1,PHYPADRAFT_184687,PP1S76_46V6,PP1S76_46V6.1,PUT-163a-Physcomitrella_patens-12120,PUT-163a-Physcomitrella_patens-48734,PUT-163a-Physcomitrella_patens-61654638,PUT-163a-Physcomitrella_patens-61654639,PUT-163a-Physcomitrella_patens-61654640,PUT-163a-Physcomitrella_patens-61654641,PUT-163a-Physcomitrella_patens-61754632,PUT-163a-Physcomitrella_patens-63254639,PUT-163a-Physcomitrella_patens-63254640,PUT-163a-Physcomitrella_patens-63254641,PUT-163a-Physcomitrella_patens-63354632,PUT-163a-Physcomitrella_patens-63354633,PUT-163a-Physcomitrella_patens-63354634,PUT-163a-Physcomitrella_patens-63354635,PUT-163a-Physcomitrella_patens-63354636,PUT-163a-Physcomitrella_patens-63354637,Ppa.4092,Predicted protein,UPI00016222A5,XM_001765421,XM_001765421.1,XP_001765473,XP_001765473.1,ppp:PHYPADRAFT_184687
PP1S76_74V6.1	3218.PP1S76_74V6.1	https://smart.embl.de/smart/DDvec.cgi?smart=92:Pfam_Ribosomal_L37ae(4|88)+	Predicted protein	5915236,5923088,5928639,5939289,A9RCY9,A9RCY9_PHYPA,PHYPADRAFT_180041,PHYPADRAFT_184695,PHYPADRAFT_193569,PHYPADRAFT_62189,PP1S76_74V6,PP1S76_74V6.1,PUT-163a-Physcomitrella_patens-9172,Predicted protein,XM_001765427,XM_001765427.1,XP_001751934,XP_001751934.1,XP_001759811.1,XP_001765479,XP_001765479.1,XP_001776084.1,ppp:PHYPADRAFT_62189
PP1S78_205V6.1	3218.PP1S78_205V6.1	https://smart.embl.de/smart/DDvec.cgi?smart=166:Pfam_PSI_PSAK(70|163)+	Predicted protein	5928905,A9SH79,A9SH79_PHYPA,EDQ69559.1,PHYPADRAFT_234860,PP1S78_205V6,PP1S78_205V6.1,PUT-163a-Physcomitrella_patens-19654636,PUT-163a-Physcomitrella_patens-19754636,Ppa.8328,Predicted protein,UPI00016226F7,XM_001765668,XM_001765668.1,XP_001765720,XP_001765720.1,ppp:PHYPADRAFT_234860
PP1S79_157V6.1	3218.PP1S79_157V6.1	https://smart.embl.de/smart/DDvec.cgi?smart=189:Pfam_Ribosomal_L6(12|86)+Pfam_Ribosomal_L6(98|177)+	Predicted protein	5929050,A9SHH6,A9SHH6_PHYPA,EDQ69361.1,PHYPADRAFT_185033,PP1S79_157V6,PP1S79_157V6.1,PUT-163a-Physcomitrella_patens-2954637,PUT-163a-Physcomitrella_patens-40934,PUT-163a-Physcomitrella_patens-70754633,PUT-163a-Physcomitrella_patens-71654638,PUT-163a-Physcomitrella_patens-71654639,Ppa.522,Predicted protein,UPI0001622470,XM_001765718,XM_001765718.1,XP_001765770,XP_001765770.1,ppp:PHYPADRAFT_185033
PP1S79_158V6.1	3218.PP1S79_158V6.1	https://smart.embl.de/smart/DDvec.cgi?smart=149:EFh(12|40)+EFh(48|76)+EFh(85|113)+EFh(121|149)+	Predicted protein	5928976,A9SHH7,A9SHH7_PHYPA,EDQ69438.1,PHYPADRAFT_185037,PP1S79_158V6,PP1S79_158V6.1,PP1S79_158V6.2,PP1S79_158V6.3,PP1S79_158V6.4,PUT-163a-Physcomitrella_patens-1292,PUT-163a-Physcomitrella_patens-1293,PUT-163a-Physcomitrella_patens-17509,PUT-163a-Physcomitrella_patens-38353,PUT-163a-Physcomitrella_patens-55054638,PUT-163a-Physcomitrella_patens-55054639,Ppa.10208,Ppa.5586,Predicted protein,UPI0001622471,XM_001765795,XM_001765795.1,XP_001765847,XP_001765847.1,ppp:PHYPADRAFT_185037
PP1S79_58V6.1	3218.PP1S79_58V6.1	https://smart.embl.de/smart/DDvec.cgi?smart=160:Pfam_Ribosomal_S17_N(4|72)+Pfam_Ribosomal_S17(74|142)+	Predicted protein; Belongs to the universal ribosomal protein uS17 family	5919341,5921106,5928963,A9RQ30,A9RQ30_PHYPA,PHYPADRAFT_161124,PHYPADRAFT_177091,PHYPADRAFT_184961,PP1S79_58V6,PP1S79_58V6.1,PUT-163a-Physcomitrella_patens-15711,PUT-163a-Physcomitrella_patens-15750,PUT-163a-Physcomitrella_patens-38706,Ppa.4311,Predicted protein,XM_001765688,XM_001765688.1,XP_001756109.1,XP_001757892,XP_001757892.1,XP_001765740,XP_001765740.1,ppp:PHYPADRAFT_161124
PP1S7_364V6.1	3218.PP1S7_364V6.1	https://smart.embl.de/smart/DDvec.cgi?smart=204:Ribosomal_L15e(2|193)+	Ribosomal protein L15 ; Belongs to the eukaryotic ribosomal protein eL15 family	5916363,5922162,5935737,A9RG89,A9RG89_PHYPA,PHYPADRAFT_179263,PHYPADRAFT_190818,PHYPADRAFT_202052,PP1S7_364V6,PP1S7_364V6.1,PUT-163a-Physcomitrella_patens-23289,PUT-163a-Physcomitrella_patens-74854636,PUT-163a-Physcomitrella_patens-74854637,Ppa.14687,Ppa.2719,Ribosomal protein L15,XM_001752984,XM_001752984.1,XP_001753036,XP_001753036.1,XP_001758957.1,XP_001772614.1,ppp:PHYPADRAFT_202052
PP1S83_144V6.1	3218.PP1S83_144V6.1	https://smart.embl.de/smart/DDvec.cgi?smart=969:Pfam_PEPcase(163|969)+	Predicted protein	4.1.1.31,5929438,A9SIV3,A9SIV3_PHYPA,EC 4.1.1.31,EDQ68871.1,PHYPADRAFT_212784,PP1S83_144V6,PP1S83_144V6.1,PP1S83_144V6.2,PP1S83_144V6.3,PUT-163a-Physcomitrella_patens-32754633,PUT-163a-Physcomitrella_patens-45118,PUT-163a-Physcomitrella_patens-47254633,PUT-163a-Physcomitrella_patens-47254639,PUT-163a-Physcomitrella_patens-7224,Ppa.19221,Ppa.398,Predicted protein,UPI0001622598,XM_001766187,XM_001766187.1,XP_001766239,XP_001766239.1,ppp:PHYPADRAFT_212784
PP1S83_158V6.1	3218.PP1S83_158V6.1	https://smart.embl.de/smart/DDvec.cgi?smart=343:Pfam_APH(70|307)+	Predicted protein	2.7.1.172,5929442,A9SIW1,A9SIW1_PHYPA,EC 2.7.1.172,EDQ68875.1,PHYPADRAFT_165144,PP1S83_158V6,PP1S83_158V6.1,PP1S83_158V6.2,PUT-163a-Physcomitrella_patens-41646,Ppa.492,Predicted protein,UPI00016225A0,XM_001766191,XM_001766191.1,XP_001766243,XP_001766243.1,ppp:PHYPADRAFT_165144
PP1S83_162V6.1	3218.PP1S83_162V6.1	https://smart.embl.de/smart/DDvec.cgi?smart=502:Zpr1(36|196)+Zpr1(300|460)+	Predicted protein	5929493,A9SIW4,A9SIW4_PHYPA,EDQ68962.1,PHYPADRAFT_165148,PP1S83_162V6,PP1S83_162V6.1,PUT-163a-Physcomitrella_patens-35063,Ppa.4798,Predicted protein,UPI00016225A3,XM_001766278,XM_001766278.1,XP_001766330,XP_001766330.1,ppp:PHYPADRAFT_165148
PP1S83_174V6.1	3218.PP1S83_174V6.1	https://smart.embl.de/smart/DDvec.cgi?smart=191:Pfam_Ribosomal_L19e(3|146)+	Ribosomal protein L19 ; Belongs to the eukaryotic ribosomal protein eL19 family	5929498,A9SIX1,A9SIX1_PHYPA,EDQ68883.1,PHYPADRAFT_212809,PP1S83_174V6,PP1S83_174V6.1,PUT-163a-Physcomitrella_patens-29157,PUT-163a-Physcomitrella_patens-45354639,Ppa.836,Ribosomal protein L19,UPI00016224AC,XM_001766199,XM_001766199.1,XP_001766251,XP_001766251.1,ppp:PHYPADRAFT_212809
PP1S83_218V6.1	3218.PP1S83_218V6.1	https://smart.embl.de/smart/DDvec.cgi?smart=110:Pfam_RNA_POL_M_15KD(1|37)+ZnF_C2C2(68|109)+	DNA-directed RNA polymerase subunit; DNA-dependent RNA polymerase catalyzes the transcription of DNA into RNA using the four ribonucleoside triphosphates as substrates	5929510,A9SIZ2,A9SIZ2_PHYPA,DNA-directed RNA polymerase subunit,EDQ68973.1,PHYPADRAFT_185465,PP1S83_218V6,PP1S83_218V6.1,PUT-163a-Physcomitrella_patens-43804,Ppa.1451,UPI00016224EB,XM_001766289,XM_001766289.1,XP_001766341,XP_001766341.1,ppp:PHYPADRAFT_185465
PP1S83_241V6.1	3218.PP1S83_241V6.1	https://smart.embl.de/smart/DDvec.cgi?smart=253:TRANS(4|21)+TRANS(28|50)+TRANS(65|87)+Pfam_DSPc(106|232)+	Predicted protein	5929424,A9SJ07,A9SJ07_PHYPA,EDQ68901.1,PHYPADRAFT_185479,PP1S83_241V6,PP1S83_241V6.1,PUT-163a-Physcomitrella_patens-48487,Ppa.2619,Predicted protein,UPI000162252A,XM_001766217,XM_001766217.1,XP_001766269,XP_001766269.1,ppp:PHYPADRAFT_185479
PP1S83_44V6.1	3218.PP1S83_44V6.1	https://smart.embl.de/smart/DDvec.cgi?smart=388:Iso_dh(59|384)+	Isocitrate dehydrogenase [NAD] subunit, mitochondrial	1.1.1.41,5929558,A9SIP7,A9SIP7_PHYPA,EC 1.1.1.41,EDQ68845.1,PHYPADRAFT_185348,PP1S83_44V6,PP1S83_44V6.1,PUT-163a-Physcomitrella_patens-30188,Ppa.1166,Predicted protein,UPI000162249C,XM_001766161,XM_001766161.1,XP_001766213,XP_001766213.1,ppp:PHYPADRAFT_185348
PP1S83_80V6.1	3218.PP1S83_80V6.1	https://smart.embl.de/smart/DDvec.cgi?smart=701:HATPase_c(31|186)+Pfam_HSP90(188|699)+	Predicted protein	5929473,A9SIS2,A9SIS2_PHYPA,EDQ68860.1,PHYPADRAFT_185380,PP1S83_80V6,PP1S83_80V6.1,PUT-163a-Physcomitrella_patens-8054637,PUT-163a-Physcomitrella_patens-8754635,Ppa.5039,Ppa.8751,Predicted protein,UPI000162250E,XM_001766176,XM_001766176.1,XP_001766228,XP_001766228.1,ppp:PHYPADRAFT_185380
PP1S84_138V6.1	3218.PP1S84_138V6.1	https://smart.embl.de/smart/DDvec.cgi?smart=149:Pfam_Oleosin(24|132)+	Predicted protein	5929675,A9SJ92,A9SJ92_PHYPA,EDQ68725.1,PHYPADRAFT_80169,PP1S84_138V6,PP1S84_138V6.1,Predicted protein,UPI000162263F,XM_001766345,XM_001766345.1,XP_001766397,XP_001766397.1,ppp:PHYPADRAFT_80169
PP1S84_153V6.1	3218.PP1S84_153V6.1	https://smart.embl.de/smart/DDvec.cgi?smart=142:Pfam_Ribosomal_S19e(4|140)+	Predicted protein	5929582,A9SJ99,A9SJ99_PHYPA,EDQ68727.1,PHYPADRAFT_109981,PP1S84_153V6,PP1S84_153V6.1,PUT-163a-Physcomitrella_patens-21610,PUT-163a-Physcomitrella_patens-24732,PUT-163a-Physcomitrella_patens-77554641,PUT-163a-Physcomitrella_patens-77654632,Ppa.3944,Predicted protein,UPI000162267B,XM_001766347,XM_001766347.1,XP_001766399,XP_001766399.1,ppp:PHYPADRAFT_109981
PP1S84_180V6.1	3218.PP1S84_180V6.1	https://smart.embl.de/smart/DDvec.cgi?smart=216:RAB(13|176)+	Predicted protein	5929681,A9SJB2,A9SJB2_PHYPA,EDQ68731.1,PHYPADRAFT_185591,PP1S84_180V6,PP1S84_180V6.1,PUT-163a-Physcomitrella_patens-47517,PUT-163a-Physcomitrella_patens-47557,Ppa.4675,Ppa.7909,Predicted protein,UPI00016226C3,XM_001766351,XM_001766351.1,XP_001766403,XP_001766403.1,ppp:PHYPADRAFT_185591
PP1S84_96V6.1	3218.PP1S84_96V6.1	https://smart.embl.de/smart/DDvec.cgi?smart=133:Ribosomal_L32e(15|122)+	Predicted protein	5929659,A9SJ67,A9SJ67_PHYPA,EDQ68709.1,PHYPADRAFT_212907,PP1S84_96V6,PP1S84_96V6.1,PUT-163a-Physcomitrella_patens-32654635,PUT-163a-Physcomitrella_patens-40613,PUT-163a-Physcomitrella_patens-54200,Ppa.6817,Predicted protein,UPI00016225F9,XM_001766329,XM_001766329.1,XP_001766381,XP_001766381.1,ppp:PHYPADRAFT_212907
PP1S85_83V6.1	3218.PP1S85_83V6.1	https://smart.embl.de/smart/DDvec.cgi?smart=109:Dabb(5|101)+	Predicted protein	5929822,A9SJK9,A9SJK9_PHYPA,EDQ68643.1,PHYPADRAFT_185688,PP1S85_83V6,PP1S85_83V6.1,PUT-163a-Physcomitrella_patens-36915,Ppa.13094,Predicted protein,UPI0001622844,XM_001766526,XM_001766526.1,XP_001766578,XP_001766578.1,ppp:PHYPADRAFT_185688
PP1S86_63V6.1	3218.PP1S86_63V6.1	https://smart.embl.de/smart/DDvec.cgi?smart=393:SERPIN(17|389)+	Predicted protein; Belongs to the serpin family	5929829,A9SJW0,A9SJW0_PHYPA,EDQ68532.1,PHYPADRAFT_106599,PP1S86_63V6,PP1S86_63V6.1,PUT-163a-Physcomitrella_patens-27154640,PUT-163a-Physcomitrella_patens-27454632,PUT-163a-Physcomitrella_patens-27454633,Ppa.10074,Predicted protein,UPI00016225C7,XM_001766627,XM_001766627.1,XP_001766679,XP_001766679.1,ppp:PHYPADRAFT_106599
PP1S87_23V6.1	3218.PP1S87_23V6.1	https://smart.embl.de/smart/DDvec.cgi?smart=732:Pfam_RSN1_TM(6|147)+Pfam_PHM7_cyt(168|335)+Pfam_RSN1_7TM(346|624)+TRANS(633|655)+	Predicted protein	5930031,A9SK54,A9SK54_PHYPA,EDQ68360.1,PHYPADRAFT_106604,PP1S87_23V6,PP1S87_23V6.1,PUT-163a-Physcomitrella_patens-16419,PUT-163a-Physcomitrella_patens-58254636,Predicted protein,UPI00024AFCFB,XP_001766729,XP_001766729.1,ppp:PHYPADRAFT_106604
PP1S88_222V6.1	3218.PP1S88_222V6.1	https://smart.embl.de/smart/DDvec.cgi?smart=429:SEC14(91|247)+	Predicted protein	5930075,A9SKR2,A9SKR2_PHYPA,EDQ68349.1,PHYPADRAFT_165466,PP1S88_222V6,PP1S88_222V6.1,PUT-163a-Physcomitrella_patens-27656,PUT-163a-Physcomitrella_patens-33550,Ppa.6698,Predicted protein,UPI0001622A71,XM_001766895,XM_001766895.1,XP_001766947,XP_001766947.1,ppp:PHYPADRAFT_165466
PP1S89_150V6.1	3218.PP1S89_150V6.1	https://smart.embl.de/smart/DDvec.cgi?smart=51:Pfam_Ribosomal_L39(9|50)+	Predicted protein	5930169,5931820,A9SKS4,A9SKS4_PHYPA,PHYPADRAFT_187356,PHYPADRAFT_213429,PHYPADRAFT_96676,PP1S89_150V6,PP1S89_150V6.1,PUT-163a-Physcomitrella_patens-5759,Ppa.7190,Predicted protein,XM_001766989,XM_001766989.1,XP_001767041,XP_001767041.1,XP_001768653.1,ppp:PHYPADRAFT_213429
PP1S89_161V6.1	3218.PP1S89_161V6.1	https://smart.embl.de/smart/DDvec.cgi?smart=356:Pfam_Glycolytic(11|356)+	Fructose-bisphosphate aldolase 	4.1.2.13,5930211,A9SKS8,A9SKS8_PHYPA,EC 4.1.2.13,EDQ68209.1,Fructose-bisphosphate aldolase,PHYPADRAFT_233547,PP1S89_161V6,PP1S89_161V6.1,PP1S89_161V6.2,PP1S89_161V6.3,PUT-163a-Physcomitrella_patens-20579,PUT-163a-Physcomitrella_patens-20641,PUT-163a-Physcomitrella_patens-20642,PUT-163a-Physcomitrella_patens-48053,PUT-163a-Physcomitrella_patens-75954633,PUT-163a-Physcomitrella_patens-75954634,Ppa.19129,Ppa.19483,Ppa.526,Ppa.8739,Ppa.9807,UPI0001622B6E,XM_001766991,XM_001766991.1,XP_001767043,XP_001767043.1,ppp:PHYPADRAFT_233547
PP1S8_104V6.1	3218.PP1S8_104V6.1	https://smart.embl.de/smart/DDvec.cgi?smart=503:Pfam_Sugar_tr(17|477)+	Predicted protein; Belongs to the major facilitator superfamily. Sugar transporter (TC 2.A.1.1) family	5916494,A9RGL7,A9RGL7_PHYPA,EDQ81932.1,PHYPADRAFT_202191,PP1S8_104V6,PP1S8_104V6.1,PUT-163a-Physcomitrella_patens-16403,Ppa.11975,Ppa.12034,Ppa.12159,Predicted protein,UPI00024AB765,XM_001753251,XM_001753251.1,XP_001753303,XP_001753303.1,ppp:PHYPADRAFT_202191
PP1S8_10V6.1	3218.PP1S8_10V6.1	https://smart.embl.de/smart/DDvec.cgi?smart=146:Pfam_Ribosomal_L27A(26|144)+	Predicted protein; Belongs to the universal ribosomal protein uL15 family	5916452,A9RGH4,A9RGH4_PHYPA,EDQ81918.1,PHYPADRAFT_202144,PP1S8_10V6,PP1S8_10V6.1,PUT-163a-Physcomitrella_patens-6210,Ppa.4488,Predicted protein,UPI000161F718,XM_001753237,XM_001753237.1,XP_001753289,XP_001753289.1,ppp:PHYPADRAFT_202144
PP1S8_183V6.1	3218.PP1S8_183V6.1	https://smart.embl.de/smart/DDvec.cgi?smart=82:Pfam_HIG_1_N(10|61)+	Predicted protein	5916458,A9RGR0,A9RGR0_PHYPA,EDQ81952.1,PHYPADRAFT_62252,PP1S8_183V6,PP1S8_183V6.1,PUT-163a-Physcomitrella_patens-31799,PUT-163a-Physcomitrella_patens-31828,Ppa.13710,Predicted protein,UPI000161F484,XM_001753271,XM_001753271.1,XP_001753323,XP_001753323.1,ppp:PHYPADRAFT_62252
PP1S8_312V6.1	3218.PP1S8_312V6.1	https://smart.embl.de/smart/DDvec.cgi?smart=623:Pfam_ATP-synt_ab_N(24|86)+Pfam_ATP-synt_ab_Xtn(102|223)+Pfam_ATP-synt_ab(232|458)+	Predicted protein	3.6.3.14,5916435,A9RGW5,A9RGW5_PHYPA,EC 3.6.3.14,EDQ81912.1,PHYPADRAFT_202293,PP1S8_312V6,PP1S8_312V6.1,PUT-163a-Physcomitrella_patens-12977,PUT-163a-Physcomitrella_patens-12978,Ppa.13399,Predicted protein,UPI000161F56A,XM_001753231,XM_001753231.1,XP_001753283,XP_001753283.1,ppp:PHYPADRAFT_202293
PP1S90_196V6.1	3218.PP1S90_196V6.1	https://smart.embl.de/smart/DDvec.cgi?smart=241:Pfam_DUF1264(38|205)+	Predicted protein	5930355,A9SLD6,A9SLD6_PHYPA,EDQ68040.1,PHYPADRAFT_58125,PP1S90_196V6,PP1S90_196V6.1,PUT-163a-Physcomitrella_patens-43101,Predicted protein,UPI00016229D0,XM_001767067,XM_001767067.1,XP_001767119,XP_001767119.1,ppp:PHYPADRAFT_58125
